date,season,week,season_type,game_id,player_id,player_name,team,opponent,xp_made,xp_attempts,fg_made,fg_attempts,long_made_fg,source_url,reason
1996-09-22,1996,4,REG,1996_04_ARI_NO,nfl-greg-davis,Greg Davis,ARI,NO,2,2,2,2,27,https://www.nfl.com/players/greg-davis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_GB_MIN,nfl-scott-sisson,Scott Sisson,MIN,GB,3,3,3,3,44,https://www.nfl.com/players/scott-sisson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_JAX_NE,nfl-adam-vinatieri,Adam Vinatieri,NE,JAX,1,2,5,6,41,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_NYG_NYJ,nfl-brad-daluiso,Brad Daluiso,NYG,NYJ,1,1,2,2,20,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_NYG_NYJ,nfl-nick-lowery,Nick Lowery,NYJ,NYG,0,0,2,2,46,https://www.nfl.com/players/nick-lowery/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_PHI_ATL,nfl-gary-anderson,Gary Anderson,PHI,ATL,3,3,4,4,39,https://www.nfl.com/players/gary-anderson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_SD_OAK,nfl-john-carney,John Carney,SD,OAK,4,4,2,3,39,https://www.nfl.com/players/john-carney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_SEA_TB,nfl-michael-husted,Michael Husted,TB,SEA,1,1,2,2,33,https://www.nfl.com/players/michael-husted/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-22,1996,4,REG,1996_04_SF_CAR,nfl-john-kasay,John Kasay,CAR,SF,2,2,3,3,35,https://www.nfl.com/players/john-kasay/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-23,1996,4,REG,1996_04_MIA_IND,nfl-joe-nedney,Joe Nedney,MIA,IND,0,0,2,3,29,https://www.nfl.com/players/joe-nedney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_ATL_SF,nfl-jeff-wilkins,Jeff Wilkins,SF,ATL,3,3,6,6,46,https://www.nfl.com/players/jeff-wilkins/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_DET_TB,nfl-jason-hanson-2,Jason Hanson,DET,TB,3,3,2,3,29,https://www.nfl.com/players/jason-hanson-2/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_HOU_PIT,nfl-norm-johnson,Norm Johnson,PIT,HOU,3,3,3,3,36,https://www.nfl.com/players/norm-johnson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_KC_SD,nfl-john-carney,John Carney,SD,KC,1,1,5,5,44,https://www.nfl.com/players/john-carney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_KC_SD,nfl-pete-stoyanovich,Pete Stoyanovich,KC,SD,1,1,4,5,44,https://www.nfl.com/players/pete-stoyanovich/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_MIN_NYG,nfl-brad-daluiso,Brad Daluiso,NYG,MIN,0,0,3,3,27,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_NYJ_WAS,nfl-nick-lowery,Nick Lowery,NYJ,WAS,1,1,3,4,35,https://www.nfl.com/players/nick-lowery/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-29,1996,5,REG,1996_05_OAK_CHI,nfl-jeff-jaeger,Jeff Jaeger,CHI,OAK,1,1,4,4,44,https://www.nfl.com/players/jeff-jaeger/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-09-30,1996,5,REG,1996_05_DAL_PHI,nfl-chris-boniol,Chris Boniol,DAL,PHI,2,2,3,3,46,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_GB_CHI,nfl-jeff-jaeger,Jeff Jaeger,CHI,GB,0,0,2,2,41,https://www.nfl.com/players/jeff-jaeger/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_HOU_CIN,nfl-al-del-greco,Al Del Greco,HOU,CIN,3,3,3,3,49,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_HOU_CIN,nfl-doug-pelfrey,Doug Pelfrey,CIN,HOU,3,3,2,3,42,https://www.nfl.com/players/doug-pelfrey/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_IND_BUF,nfl-cary-blanchard,Cary Blanchard,IND,BUF,1,1,2,3,44,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_IND_BUF,nfl-steve-christie,Steve Christie,BUF,IND,1,1,3,3,42,https://www.nfl.com/players/steve-christie/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_JAX_NO,nfl-mike-hollis,Mike Hollis,JAX,NO,1,1,2,3,36,https://www.nfl.com/players/mike-hollis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_NE_BAL,nfl-adam-vinatieri,Adam Vinatieri,NE,BAL,3,3,3,3,50,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_OAK_NYJ,nfl-cole-ford,Cole Ford,OAK,NYJ,4,4,2,2,35,https://www.nfl.com/players/cole-ford/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-06,1996,6,REG,1996_06_OAK_NYJ,nfl-nick-lowery,Nick Lowery,NYJ,OAK,1,1,2,3,43,https://www.nfl.com/players/nick-lowery/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-07,1996,6,REG,1996_06_PIT_KC,nfl-norm-johnson,Norm Johnson,PIT,KC,0,0,3,4,43,https://www.nfl.com/players/norm-johnson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_BAL_IND,nfl-cary-blanchard,Cary Blanchard,IND,BAL,2,2,2,2,30,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_CHI_NO,nfl-doug-brien,Doug Brien,NO,CHI,3,3,2,2,54,https://www.nfl.com/players/doug-brien/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_CIN_PIT,nfl-norm-johnson,Norm Johnson,PIT,CIN,2,2,2,2,33,https://www.nfl.com/players/norm-johnson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_DET_OAK,nfl-cole-ford,Cole Ford,OAK,DET,4,4,3,3,32,https://www.nfl.com/players/cole-ford/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_HOU_ATL,nfl-al-del-greco,Al Del Greco,HOU,ATL,2,2,3,4,35,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_MIN_TB,nfl-scott-sisson,Scott Sisson,MIN,TB,1,1,2,3,33,https://www.nfl.com/players/scott-sisson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_NYJ_JAX,nfl-mike-hollis,Mike Hollis,JAX,NYJ,1,1,2,2,40,https://www.nfl.com/players/mike-hollis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_PHI_NYG,nfl-gary-anderson,Gary Anderson,PHI,NYG,1,1,4,4,46,https://www.nfl.com/players/gary-anderson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_WAS_NE,nfl-adam-vinatieri,Adam Vinatieri,NE,WAS,1,1,3,4,35,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-13,1996,7,REG,1996_07_WAS_NE,nfl-scott-blanton,Scott Blanton,WAS,NE,3,3,2,3,24,https://www.nfl.com/players/scott-blanton/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-14,1996,7,REG,1996_07_SF_GB,nfl-chris-jacke,Chris Jacke,GB,SF,0,0,5,5,53,https://www.nfl.com/players/chris-jacke/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-14,1996,7,REG,1996_07_SF_GB,nfl-jeff-wilkins,Jeff Wilkins,SF,GB,2,2,2,2,48,https://www.nfl.com/players/jeff-wilkins/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-17,1996,8,REG,1996_08_SEA_KC,nfl-pete-stoyanovich,Pete Stoyanovich,KC,SEA,4,4,2,2,45,https://www.nfl.com/players/pete-stoyanovich/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_ATL_DAL,nfl-morten-andersen,Morten Andersen,ATL,DAL,1,1,5,5,54,https://www.nfl.com/players/morten-andersen/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_BAL_DEN,nfl-matt-stover,Matt Stover,BAL,DEN,2,2,2,2,45,https://www.nfl.com/players/matt-stover/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_BUF_NYJ,nfl-steve-christie,Steve Christie,BUF,NYJ,1,1,6,7,48,https://www.nfl.com/players/steve-christie/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_MIA_PHI,nfl-joe-nedney,Joe Nedney,MIA,PHI,2,2,2,2,39,https://www.nfl.com/players/joe-nedney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_NE_IND,nfl-adam-vinatieri,Adam Vinatieri,NE,IND,3,3,2,2,44,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_NE_IND,nfl-cary-blanchard,Cary Blanchard,IND,NE,0,0,3,3,38,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_NO_CAR,nfl-john-kasay,John Kasay,CAR,NO,1,1,4,5,40,https://www.nfl.com/players/john-kasay/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_PIT_HOU,nfl-al-del-greco,Al Del Greco,HOU,PIT,2,2,3,3,48,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_PIT_HOU,nfl-norm-johnson,Norm Johnson,PIT,HOU,1,1,2,3,29,https://www.nfl.com/players/norm-johnson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-20,1996,8,REG,1996_08_TB_ARI,nfl-greg-davis,Greg Davis,ARI,TB,1,1,2,2,37,https://www.nfl.com/players/greg-davis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-21,1996,8,REG,1996_08_OAK_SD,nfl-cole-ford,Cole Ford,OAK,SD,2,2,3,3,36,https://www.nfl.com/players/cole-ford/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_BUF_NE,nfl-adam-vinatieri,Adam Vinatieri,NE,BUF,2,3,2,3,40,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_CAR_PHI,nfl-gary-anderson,Gary Anderson,PHI,CAR,2,2,2,2,46,https://www.nfl.com/players/gary-anderson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_CAR_PHI,nfl-john-kasay,John Kasay,CAR,PHI,0,0,3,4,47,https://www.nfl.com/players/john-kasay/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_DAL_MIA,nfl-chris-boniol,Chris Boniol,DAL,MIA,2,3,3,3,33,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_IND_WAS,nfl-cary-blanchard,Cary Blanchard,IND,WAS,1,1,3,4,51,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_KC_DEN,nfl-jason-elam,Jason Elam,DEN,KC,4,4,2,3,40,https://www.nfl.com/players/jason-elam/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_NYG_DET,nfl-brad-daluiso,Brad Daluiso,NYG,DET,3,3,2,3,38,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_PIT_ATL,nfl-norm-johnson,Norm Johnson,PIT,ATL,2,2,2,2,27,https://www.nfl.com/players/norm-johnson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_SD_SEA,nfl-john-carney,John Carney,SD,SEA,1,1,2,2,43,https://www.nfl.com/players/john-carney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_SD_SEA,nfl-todd-peterson-2,Todd Peterson,SEA,SD,2,2,4,4,47,https://www.nfl.com/players/todd-peterson-2/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_SF_HOU,nfl-al-del-greco,Al Del Greco,HOU,SF,0,0,3,3,56,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_STL_BAL,nfl-chip-lohmiller,Chip Lohmiller,STL,BAL,2,2,3,3,50,https://www.nfl.com/players/chip-lohmiller/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-27,1996,9,REG,1996_09_TB_GB,nfl-chris-jacke,Chris Jacke,GB,TB,1,1,2,3,48,https://www.nfl.com/players/chris-jacke/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-28,1996,9,REG,1996_09_CHI_MIN,nfl-jeff-jaeger,Jeff Jaeger,CHI,MIN,1,1,2,4,44,https://www.nfl.com/players/jeff-jaeger/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-10-28,1996,9,REG,1996_09_CHI_MIN,nfl-scott-sisson,Scott Sisson,MIN,CHI,1,1,2,3,43,https://www.nfl.com/players/scott-sisson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_ARI_NYG,nfl-brad-daluiso,Brad Daluiso,NYG,ARI,1,1,3,3,45,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_CAR_ATL,nfl-morten-andersen,Morten Andersen,ATL,CAR,2,2,2,2,45,https://www.nfl.com/players/morten-andersen/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_CIN_BAL,nfl-doug-pelfrey,Doug Pelfrey,CIN,BAL,1,1,3,3,49,https://www.nfl.com/players/doug-pelfrey/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_HOU_SEA,nfl-al-del-greco,Al Del Greco,HOU,SEA,1,1,3,4,45,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_HOU_SEA,nfl-todd-peterson-2,Todd Peterson,SEA,HOU,2,2,3,5,44,https://www.nfl.com/players/todd-peterson-2/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_PHI_DAL,nfl-chris-boniol,Chris Boniol,DAL,PHI,1,1,2,2,37,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_SD_IND,nfl-cary-blanchard,Cary Blanchard,IND,SD,1,1,4,4,47,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_SD_IND,nfl-john-carney,John Carney,SD,IND,2,2,4,4,47,https://www.nfl.com/players/john-carney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_SF_NO,nfl-jeff-wilkins,Jeff Wilkins,SF,NO,1,1,3,3,35,https://www.nfl.com/players/jeff-wilkins/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_STL_PIT,nfl-chip-lohmiller,Chip Lohmiller,STL,PIT,0,0,2,2,27,https://www.nfl.com/players/chip-lohmiller/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-03,1996,10,REG,1996_10_TB_CHI,nfl-jeff-jaeger,Jeff Jaeger,CHI,TB,1,1,2,3,27,https://www.nfl.com/players/jeff-jaeger/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-04,1996,10,REG,1996_10_DEN_OAK,nfl-jason-elam,Jason Elam,DEN,OAK,1,1,3,3,43,https://www.nfl.com/players/jason-elam/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_ARI_WAS,nfl-kevin-butler,Kevin Butler,ARI,WAS,4,4,3,4,39,https://www.nfl.com/players/kevin-butler/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_ARI_WAS,nfl-scott-blanton,Scott Blanton,WAS,ARI,4,4,2,3,53,https://www.nfl.com/players/scott-blanton/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_BAL_JAX,nfl-matt-stover,Matt Stover,BAL,JAX,3,3,2,2,21,https://www.nfl.com/players/matt-stover/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_BAL_JAX,nfl-mike-hollis,Mike Hollis,JAX,BAL,1,1,3,3,33,https://www.nfl.com/players/mike-hollis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_CHI_DEN,nfl-jeff-jaeger,Jeff Jaeger,CHI,DEN,0,0,2,2,48,https://www.nfl.com/players/jeff-jaeger/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_DAL_SF,nfl-chris-boniol,Chris Boniol,DAL,SF,2,2,2,2,29,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_GB_KC,nfl-chris-jacke,Chris Jacke,GB,KC,2,2,2,2,49,https://www.nfl.com/players/chris-jacke/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_GB_KC,nfl-pete-stoyanovich,Pete Stoyanovich,KC,GB,3,3,2,2,26,https://www.nfl.com/players/pete-stoyanovich/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_HOU_NO,nfl-doug-brien,Doug Brien,NO,HOU,0,0,2,2,49,https://www.nfl.com/players/doug-brien/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_IND_MIA,nfl-cary-blanchard,Cary Blanchard,IND,MIA,1,1,2,2,48,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_MIN_SEA,nfl-todd-peterson-2,Todd Peterson,SEA,MIN,4,4,2,3,54,https://www.nfl.com/players/todd-peterson-2/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_NE_NYJ,nfl-nick-lowery,Nick Lowery,NYJ,NE,3,3,2,3,32,https://www.nfl.com/players/nick-lowery/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_NYG_CAR,nfl-john-kasay,John Kasay,CAR,NYG,3,3,2,3,42,https://www.nfl.com/players/john-kasay/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_OAK_TB,nfl-michael-husted,Michael Husted,TB,OAK,2,2,2,3,44,https://www.nfl.com/players/michael-husted/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-10,1996,11,REG,1996_11_PIT_CIN,nfl-doug-pelfrey,Doug Pelfrey,CIN,PIT,4,4,2,2,34,https://www.nfl.com/players/doug-pelfrey/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-11,1996,11,REG,1996_11_DET_SD,nfl-john-carney,John Carney,SD,DET,3,3,2,3,29,https://www.nfl.com/players/john-carney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_BAL_SF,nfl-matt-stover,Matt Stover,BAL,SF,2,2,2,2,43,https://www.nfl.com/players/matt-stover/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_CAR_STL,nfl-john-kasay,John Kasay,CAR,STL,2,2,2,2,38,https://www.nfl.com/players/john-kasay/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_DEN_NE,nfl-jason-elam,Jason Elam,DEN,NE,4,4,2,3,47,https://www.nfl.com/players/jason-elam/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_MIA_HOU,nfl-al-del-greco,Al Del Greco,HOU,MIA,2,2,2,2,33,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_MIA_HOU,nfl-joe-nedney,Joe Nedney,MIA,HOU,2,2,3,4,44,https://www.nfl.com/players/joe-nedney/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_MIN_OAK,nfl-cole-ford,Cole Ford,OAK,MIN,1,1,2,2,41,https://www.nfl.com/players/cole-ford/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_MIN_OAK,nfl-scott-sisson,Scott Sisson,MIN,OAK,1,1,3,4,31,https://www.nfl.com/players/scott-sisson/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_NO_ATL,nfl-doug-brien,Doug Brien,NO,ATL,0,0,3,3,42,https://www.nfl.com/players/doug-brien/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_NYG_ARI,nfl-brad-daluiso,Brad Daluiso,NYG,ARI,2,2,3,3,27,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_NYJ_IND,nfl-cary-blanchard,Cary Blanchard,IND,NYJ,2,2,4,4,50,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_SEA_DET,nfl-todd-peterson-2,Todd Peterson,SEA,DET,1,1,3,4,25,https://www.nfl.com/players/todd-peterson-2/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_TB_SD,nfl-michael-husted,Michael Husted,TB,SD,1,1,4,5,33,https://www.nfl.com/players/michael-husted/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-17,1996,12,REG,1996_12_WAS_PHI,nfl-scott-blanton,Scott Blanton,WAS,PHI,2,2,4,4,37,https://www.nfl.com/players/scott-blanton/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-18,1996,12,REG,1996_12_GB_DAL,nfl-chris-boniol,Chris Boniol,DAL,GB,0,0,7,7,45,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_ATL_CIN,nfl-doug-pelfrey,Doug Pelfrey,CIN,ATL,5,5,2,2,36,https://www.nfl.com/players/doug-pelfrey/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_CAR_HOU,nfl-al-del-greco,Al Del Greco,HOU,CAR,0,0,2,2,45,https://www.nfl.com/players/al-del-greco/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_DAL_NYG,nfl-brad-daluiso,Brad Daluiso,NYG,DAL,2,2,2,2,46,https://www.nfl.com/players/brad-daluiso/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_DAL_NYG,nfl-chris-boniol,Chris Boniol,DAL,NYG,0,0,2,2,37,https://www.nfl.com/players/chris-boniol/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_IND_NE,nfl-adam-vinatieri,Adam Vinatieri,NE,IND,3,3,2,2,26,https://www.nfl.com/players/adam-vinatieri/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_IND_NE,nfl-cary-blanchard,Cary Blanchard,IND,NE,1,1,2,2,50,https://www.nfl.com/players/cary-blanchard/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_JAX_BAL,nfl-matt-stover,Matt Stover,BAL,JAX,1,1,4,5,41,https://www.nfl.com/players/matt-stover/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
1996-11-24,1996,13,REG,1996_13_JAX_BAL,nfl-mike-hollis,Mike Hollis,JAX,BAL,2,2,2,3,34,https://www.nfl.com/players/mike-hollis/stats/logs/1996/,NFL.com game log does not list every made FG distance for multi-FG games
